name,start_date,end_date,obs_days,total_return,annualized_return,annualized_volatility,sharpe_ratio_rf0,max_drawdown,max_drawdown_duration_days,calmar_ratio,positive_days_pct,negative_days_pct
Strategy_A,1/01/2024,9/09/2024,253,0.36146972653394593,0.5635035539597948,0.15959767406338232,3.530775478194037,-0.052668236,32,10.699115701538972,0.5714285714285714,0.42857142857142855
Strategy_B,1/01/2024,9/09/2024,253,0.09474971180632652,0.1401030639715759,0.008835006449531094,15.857720622152085,-0.000584424,4,239.7282890864435,0.9047619047619048,0.09523809523809523
